Frame,middle,rear,left_hind,left_front,head,right_hind,right_front
634,"(15.0, 3040.0)","(20.67, 2987.67)","(-39.0, 2974.0)","(-46.0, 3052.0)","(-2.0, 3083.0)","(52.0, 2954.0)","(48.0, 3070.0)"
635,"(8.0, 3045.0)","(22.0, 2992.0)","(-38.0, 2974.0)","(-48.0, 3060.0)","(0.0, 3089.0)","(56.0, 2972.0)","(45.0, 3068.0)"
636,"(0.0, 3052.0)","(24.0, 3002.0)","(-34.0, 2974.0)","(-51.5, 3078.0)","(2.0, 3096.0)","(55.0, 2980.33)","(46.0, 3066.0)"
637,"(-2.0, 3058.0)","(26.0, 3010.0)","(-36.0, 2974.0)","(-60.0, 3100.0)","(2.0, 3102.0)","(60.0, 2990.0)","(42.0, 3064.0)"
638,"(-3.0, 3066.0)","(18.0, 3020.0)","(-38.0, 2974.0)","(-52.25, 3105.67)","(9.0, 3110.0)","(62.0, 3008.0)","(38.0, 3064.0)"
639,"(0.0, 3073.0)","(16.0, 3026.0)","(-38.0, 2976.0)","(-49.0, 3138.0)","(6.0, 3114.0)","(70.0, 3020.0)","(34.0, 3062.0)"
640,"(0.0, 3073.0)","(16.0, 3026.0)","(-38.0, 2976.0)","(-49.0, 3138.0)","(6.0, 3114.0)","(70.0, 3020.0)","(34.0, 3062.0)"
641,"(2.0, 3076.0)","(14.0, 3019.0)","(-38.0, 2978.0)","(-48.0, 3148.0)","(11.0, 3120.0)","(62.5, 3032.0)","(26.0, 3062.0)"
642,"(-6.0, 3081.0)","(12.0, 3032.0)","(-34.0, 2980.0)","(-41.0, 3158.0)","(6.0, 3124.0)","(51.0, 3051.0)","(26.0, 3070.0)"
643,"(-2.0, 3086.0)","(6.0, 3032.0)","(-34.0, 2982.0)","(-39.0, 3169.0)","(8.0, 3130.0)","(65.38, 3039.25)","(21.0, 3074.0)"
645,"(-12.0, 3084.0)","(4.0, 3032.0)","(-50.0, 2994.0)","(-54.0, 3132.0)","(1.0, 3130.0)","(38.17, 3025.83)","(42.0, 3102.0)"
646,"(-12.0, 3084.0)","(6.0, 3032.0)","(-50.0, 2994.0)","(-54.0, 3132.0)","(1.0, 3130.0)","(38.19, 3030.64)","(44.0, 3102.0)"
647,"(-10.0, 3090.0)","(6.0, 3035.0)","(-52.0, 2994.0)","(-50.0, 3150.0)","(0.0, 3136.0)","(38.73, 3040.25)","(40.0, 3100.0)"
648,"(-10.0, 3090.0)","(6.0, 3038.0)","(-50.0, 2996.0)","(-49.0, 3150.0)","(0.0, 3136.0)","(32.0, 3056.0)","(40.0, 3100.0)"
649,"(-10.0, 3096.0)","(6.0, 3041.0)","(-48.0, 2998.0)","(-48.5, 3163.0)","(1.0, 3140.0)","(42.32, 3054.31)","(40.0, 3100.0)"
650,"(-9.0, 3103.0)","(6.0, 3046.0)","(-42.0, 3002.0)","(-46.0, 3182.0)","(9.0, 3148.0)","(44.01, 3063.09)","(42.0, 3104.0)"
651,"(-10.0, 3108.0)","(3.33, 3049.33)","(-36.0, 3004.0)","(-42.0, 3194.0)","(8.0, 3152.0)","(50.05, 3069.07)","(44.0, 3102.0)"
652,"(-10.0, 3108.0)","(0.67, 3052.67)","(-38.0, 3004.0)","(-42.0, 3194.0)","(8.0, 3152.0)","(60.0, 3079.0)","(44.0, 3102.0)"
653,"(-6.0, 3114.0)","(-2.0, 3056.0)","(-39.0, 3008.0)","(-37.0, 3199.0)","(13.0, 3160.0)","(64.0, 3084.0)","(46.0, 3107.0)"
654,"(0.0, 3120.0)","(1.0, 3067.0)","(-36.0, 3018.0)","(-36.0, 3206.0)","(10.0, 3166.0)","(60.0, 3088.0)","(46.0, 3106.0)"
655,"(-2.0, 3124.0)","(4.0, 3068.0)","(-35.0, 3026.0)","(-35.0, 3208.0)","(12.0, 3170.0)","(60.0, 3088.0)","(46.0, 3106.0)"
656,"(0.0, 3134.0)","(2.0, 3076.0)","(-32.0, 3030.0)","(-37.0, 3208.0)","(18.0, 3180.0)","(57.0, 3088.0)","(43.0, 3118.0)"
657,"(6.0, 3139.0)","(2.0, 3086.0)","(-30.0, 3038.0)","(-33.0, 3208.0)","(14.0, 3184.0)","(56.0, 3084.0)","(43.0, 3124.0)"
658,"(6.0, 3139.0)","(2.0, 3086.0)","(-30.0, 3038.0)","(-35.0, 3208.0)","(14.0, 3184.0)","(56.0, 3084.0)","(43.0, 3124.0)"
659,"(5.0, 3142.0)","(4.0, 3078.0)","(-33.0, 3042.0)","(-34.0, 3207.0)","(19.0, 3190.0)","(52.0, 3094.0)","(40.0, 3126.0)"
660,"(12.0, 3148.0)","(3.0, 3092.0)","(-32.0, 3050.0)","(-34.0, 3207.0)","(17.0, 3196.0)","(52.0, 3092.0)","(43.0, 3132.0)"
661,"(14.0, 3153.0)","(6.0, 3097.5)","(-34.0, 3060.0)","(-34.0, 3207.0)","(17.0, 3200.0)","(44.0, 3095.0)","(49.33, 3151.17)"
662,"(14.0, 3159.0)","(9.0, 3103.0)","(-38.0, 3074.0)","(-37.0, 3208.0)","(14.0, 3210.0)","(39.0, 3096.0)","(60.0, 3175.0)"
663,"(21.0, 3168.0)","(9.0, 3110.0)","(-41.33, 3082.0)","(-36.0, 3208.0)","(17.0, 3218.0)","(50.0, 3086.0)","(60.0, 3188.0)"
664,"(21.0, 3168.0)","(9.0, 3110.0)","(-46.0, 3096.0)","(-36.0, 3208.0)","(16.0, 3218.0)","(50.0, 3086.0)","(60.0, 3188.0)"
665,"(18.0, 3178.0)","(10.42, 3117.08)","(-54.0, 3114.0)","(-35.0, 3208.0)","(12.0, 3222.0)","(48.0, 3090.0)","(63.83, 3205.17)"
666,"(20.0, 3184.0)","(11.83, 3124.17)","(-53.0, 3128.0)","(-34.0, 3207.0)","(12.0, 3228.0)","(47.83, 3092.83)","(63.81, 3219.19)"
667,"(19.0, 3192.0)","(12.42, 3133.08)","(-56.0, 3142.0)","(-34.0, 3207.0)","(13.0, 3238.0)","(49.14, 3091.31)","(70.0, 3244.0)"
668,"(18.0, 3198.0)","(13.0, 3142.0)","(-54.0, 3154.0)","(-38.0, 3207.0)","(8.0, 3242.0)","(47.0, 3092.0)","(62.0, 3262.0)"
669,"(19.0, 3206.0)","(20.0, 3150.0)","(-52.0, 3167.0)","(-36.0, 3208.0)","(8.0, 3250.0)","(50.0, 3096.0)","(50.0, 3272.0)"
670,"(19.0, 3206.0)","(20.0, 3150.0)","(-52.0, 3167.0)","(-36.0, 3208.0)","(8.0, 3250.0)","(50.0, 3096.0)","(50.0, 3272.0)"
671,"(16.0, 3210.0)","(12.0, 3156.0)","(-56.0, 3186.0)","(-34.0, 3216.0)","(6.0, 3258.0)","(50.0, 3100.0)","(52.0, 3282.0)"
672,"(16.0, 3216.0)","(12.0, 3162.0)","(-55.0, 3190.0)","(-34.0, 3218.0)","(4.0, 3262.0)","(48.0, 3105.0)","(62.0, 3286.0)"
673,"(18.0, 3222.0)","(16.0, 3169.0)","(-45.0, 3196.0)","(-34.0, 3222.0)","(9.0, 3272.0)","(51.0, 3110.0)","(62.0, 3288.0)"
674,"(14.0, 3232.0)","(14.0, 3172.0)","(-42.0, 3196.0)","(-30.0, 3226.0)","(2.0, 3278.0)","(47.83, 3121.83)","(62.0, 3288.0)"
675,"(14.0, 3236.0)","(17.0, 3179.0)","(-44.0, 3194.0)","(-30.0, 3228.0)","(2.0, 3284.0)","(46.0, 3132.0)","(62.0, 3288.0)"
676,"(14.0, 3236.0)","(17.0, 3179.0)","(-44.0, 3194.0)","(-30.0, 3228.0)","(2.0, 3284.0)","(46.0, 3132.0)","(62.0, 3288.0)"
677,"(14.0, 3240.0)","(16.0, 3182.67)","(-42.0, 3194.0)","(-28.0, 3233.0)","(4.0, 3288.0)","(45.0, 3146.0)","(57.0, 3288.0)"
678,"(14.0, 3240.0)","(15.0, 3186.33)","(-42.0, 3194.0)","(-28.0, 3233.0)","(4.0, 3288.0)","(45.0, 3146.0)","(57.0, 3288.0)"
679,"(11.0, 3250.0)","(14.0, 3190.0)","(-40.0, 3194.0)","(-36.0, 3244.0)","(4.0, 3294.0)","(46.0, 3152.0)","(54.0, 3292.0)"
680,"(11.0, 3254.0)","(18.0, 3198.0)","(-40.0, 3194.0)","(-42.0, 3260.0)","(-2.0, 3299.0)","(48.67, 3169.17)","(54.0, 3292.0)"
681,"(12.0, 3260.0)","(18.67, 3202.67)","(-40.0, 3194.0)","(-49.0, 3270.0)","(1.0, 3304.0)","(56.0, 3202.0)","(48.0, 3290.0)"
682,"(12.0, 3260.0)","(19.33, 3207.33)","(-40.0, 3194.0)","(-46.0, 3271.0)","(1.0, 3304.0)","(51.94, 3186.03)","(48.0, 3290.0)"
683,"(9.0, 3266.0)","(20.0, 3212.0)","(-36.0, 3194.0)","(-49.0, 3280.0)","(0.0, 3310.0)","(52.0, 3190.0)","(46.0, 3290.0)"
684,"(6.0, 3270.0)","(24.0, 3222.0)","(-35.0, 3194.0)","(-50.5, 3297.5)","(2.0, 3316.0)","(55.99, 3207.34)","(44.0, 3286.0)"
685,"(-2.0, 3278.0)","(17.0, 3228.0)","(-36.0, 3194.0)","(-54.0, 3320.0)","(2.0, 3322.0)","(60.0, 3210.0)","(42.0, 3284.0)"
686,"(-2.0, 3286.0)","(20.0, 3240.0)","(-36.0, 3194.0)","(-50.58, 3325.58)","(6.0, 3330.0)","(62.0, 3228.0)","(38.0, 3284.0)"
687,"(-4.0, 3292.0)","(16.0, 3246.0)","(-38.0, 3196.0)","(-49.0, 3358.0)","(6.0, 3334.0)","(70.0, 3240.0)","(33.0, 3282.0)"
688,"(-4.0, 3292.0)","(16.0, 3246.0)","(-38.0, 3196.0)","(-49.0, 3358.0)","(6.0, 3334.0)","(70.0, 3240.0)","(33.0, 3282.0)"
689,"(0.0, 3297.0)","(14.0, 3244.0)","(-38.0, 3198.0)","(-46.0, 3370.0)","(11.0, 3340.0)","(76.0, 3254.0)","(26.0, 3282.0)"
690,"(-6.0, 3302.0)","(11.0, 3252.0)","(-34.0, 3200.0)","(-40.0, 3379.0)","(11.0, 3345.0)","(65.0, 3259.5)","(26.0, 3290.0)"
691,"(-4.0, 3304.0)","(-2.0, 3244.0)","(-38.0, 3198.0)","(-38.0, 3388.0)","(7.0, 3348.0)","(64.0, 3274.0)","(37.67, 3290.33)"
692,"(0.0, 3309.0)","(2.0, 3246.0)","(-36.0, 3208.0)","(-34.0, 3395.0)","(12.0, 3355.0)","(60.0, 3277.0)","(48.0, 3296.0)"
693,"(0.0, 3314.0)","(6.0, 3258.0)","(-35.0, 3216.0)","(-34.0, 3396.0)","(12.0, 3360.0)","(59.0, 3278.0)","(45.0, 3296.0)"
694,"(0.0, 3324.0)","(2.0, 3264.0)","(-32.0, 3220.0)","(-38.0, 3396.0)","(19.0, 3370.0)","(60.0, 3278.0)","(42.0, 3306.0)"
695,"(3.0, 3328.0)","(3.0, 3275.0)","(-28.0, 3227.0)","(-33.0, 3398.0)","(14.0, 3374.0)","(53.17, 3279.33)","(42.0, 3312.0)"
696,"(3.0, 3328.0)","(3.0, 3275.0)","(-28.0, 3227.0)","(-34.0, 3398.0)","(14.0, 3374.0)","(55.53, 3279.22)","(42.0, 3312.0)"
697,"(9.0, 3332.0)","(2.0, 3268.0)","(-32.0, 3232.0)","(-38.0, 3396.0)","(16.0, 3378.0)","(52.0, 3284.0)","(44.0, 3316.0)"
698,"(12.0, 3337.0)","(8.0, 3284.0)","(-28.0, 3240.0)","(-38.0, 3396.0)","(18.0, 3386.0)","(54.0, 3282.0)","(44.0, 3322.0)"
699,"(12.0, 3342.0)","(5.0, 3292.0)","(-34.0, 3250.0)","(-38.0, 3396.0)","(18.0, 3390.0)","(44.0, 3286.0)","(49.33, 3341.67)"
700,"(13.0, 3348.0)","(10.0, 3296.0)","(-38.0, 3262.0)","(-38.0, 3398.0)","(14.0, 3400.0)","(45.0, 3286.0)","(56.0, 3368.0)"
701,"(17.0, 3356.0)","(14.0, 3304.0)","(-41.33, 3271.0)","(-34.0, 3398.0)","(12.0, 3406.0)","(53.0, 3277.0)","(60.0, 3380.0)"
702,"(17.0, 3356.0)","(14.0, 3304.0)","(-46.0, 3286.0)","(-34.0, 3398.0)","(12.0, 3406.0)","(53.0, 3277.0)","(60.0, 3380.0)"
703,"(19.0, 3368.0)","(12.0, 3313.0)","(-56.0, 3302.0)","(-34.0, 3398.0)","(15.0, 3412.0)","(51.0, 3280.0)","(66.0, 3398.0)"
704,"(20.0, 3374.0)","(9.0, 3314.0)","(-54.0, 3316.0)","(-38.0, 3396.0)","(14.0, 3418.0)","(49.33, 3282.5)","(66.0, 3416.0)"
705,"(20.0, 3381.0)","(10.0, 3322.0)","(-53.0, 3332.0)","(-36.0, 3396.0)","(12.0, 3426.0)","(48.0, 3280.0)","(70.0, 3432.0)"
706,"(19.0, 3388.0)","(18.0, 3335.0)","(-52.0, 3344.0)","(-36.0, 3396.0)","(12.0, 3432.0)","(49.0, 3282.0)","(60.33, 3437.0)"
707,"(22.0, 3394.0)","(18.0, 3340.0)","(-56.0, 3356.0)","(-37.0, 3398.0)","(10.0, 3440.0)","(48.0, 3282.0)","(49.0, 3462.0)"
708,"(22.0, 3394.0)","(18.0, 3340.0)","(-56.0, 3356.0)","(-35.0, 3398.0)","(10.0, 3440.0)","(48.0, 3282.0)","(49.0, 3462.0)"
709,"(15.0, 3398.0)","(14.0, 3346.0)","(-56.0, 3374.0)","(-34.0, 3406.0)","(5.0, 3446.0)","(50.0, 3288.0)","(54.0, 3472.0)"
710,"(16.0, 3406.0)","(13.0, 3352.0)","(-50.0, 3380.0)","(-38.0, 3406.0)","(5.0, 3452.0)","(50.0, 3296.0)","(58.0, 3476.0)"
711,"(20.0, 3412.0)","(20.0, 3358.0)","(-50.0, 3384.0)","(-31.0, 3411.0)","(6.0, 3460.0)","(56.0, 3300.0)","(58.0, 3478.0)"
712,"(12.0, 3420.0)","(18.0, 3358.0)","(-46.0, 3384.0)","(-30.0, 3416.0)","(0.0, 3466.0)","(49.0, 3311.0)","(58.0, 3478.0)"
713,"(10.0, 3425.0)","(17.0, 3369.0)","(-42.0, 3384.0)","(-34.0, 3416.0)","(4.0, 3474.0)","(49.0, 3313.5)","(60.0, 3480.0)"
714,"(10.0, 3425.0)","(17.0, 3369.0)","(-42.0, 3384.0)","(-34.0, 3416.0)","(4.0, 3474.0)","(46.0, 3320.0)","(60.0, 3480.0)"
715,"(14.0, 3430.0)","(22.0, 3374.0)","(-40.0, 3384.0)","(-30.0, 3422.0)","(5.0, 3477.0)","(47.0, 3334.0)","(60.0, 3480.0)"
716,"(14.0, 3430.0)","(22.0, 3374.0)","(-40.0, 3384.0)","(-30.0, 3422.0)","(5.0, 3477.0)","(47.0, 3334.0)","(58.0, 3480.0)"
717,"(11.0, 3439.0)","(19.0, 3381.0)","(-38.0, 3384.0)","(-34.0, 3434.0)","(4.0, 3483.0)","(47.0, 3342.0)","(54.0, 3480.0)"
718,"(8.0, 3442.0)","(16.0, 3388.0)","(-39.0, 3384.0)","(-40.0, 3449.0)","(-4.0, 3488.0)","(50.17, 3353.33)","(51.0, 3480.0)"
719,"(12.0, 3448.0)","(18.0, 3392.67)","(-38.0, 3384.0)","(-46.0, 3461.0)","(-4.0, 3492.0)","(54.0, 3364.0)","(48.0, 3480.0)"
720,"(12.0, 3448.0)","(20.0, 3397.33)","(-36.0, 3384.0)","(-46.0, 3461.0)","(-4.0, 3492.0)","(54.0, 3364.0)","(48.0, 3480.0)"
721,"(10.0, 3454.0)","(22.0, 3402.0)","(-40.0, 3382.0)","(-46.0, 3470.0)","(0.0, 3498.0)","(54.19, 3383.39)","(44.0, 3480.0)"
722,"(0.0, 3460.0)","(20.0, 3408.0)","(-38.0, 3382.0)","(-50.5, 3487.5)","(6.0, 3506.0)","(56.0, 3416.0)","(46.0, 3476.0)"
723,"(0.0, 3468.0)","(17.0, 3418.0)","(-36.0, 3383.0)","(-58.0, 3510.0)","(6.0, 3512.0)","(62.0, 3400.0)","(42.0, 3474.0)"
724,"(-2.0, 3475.0)","(18.0, 3424.0)","(-40.0, 3382.0)","(-50.75, 3515.58)","(4.0, 3518.0)","(63.0, 3418.0)","(40.0, 3474.0)"
725,"(-1.0, 3483.0)","(15.0, 3435.0)","(-38.0, 3386.0)","(-48.0, 3548.0)","(6.0, 3524.0)","(70.0, 3430.0)","(34.0, 3472.0)"
726,"(-1.0, 3483.0)","(16.0, 3430.0)","(-38.0, 3386.0)","(-48.0, 3548.0)","(6.0, 3524.0)","(70.0, 3430.0)","(34.0, 3472.0)"
727,"(-2.0, 3486.0)","(16.0, 3438.0)","(-40.0, 3386.0)","(-48.0, 3558.0)","(6.0, 3528.0)","(78.0, 3444.0)","(27.0, 3472.0)"
728,"(-4.0, 3491.0)","(12.0, 3436.0)","(-36.0, 3390.0)","(-41.0, 3568.0)","(8.0, 3534.0)","(64.83, 3449.33)","(26.0, 3479.0)"
729,"(2.0, 3498.0)","(9.0, 3441.0)","(-36.0, 3396.0)","(-36.0, 3584.0)","(10.0, 3544.0)","(60.0, 3466.0)","(45.0, 3485.0)"
730,"(-2.0, 3502.0)","(6.0, 3446.0)","(-33.0, 3404.0)","(-36.0, 3585.0)","(12.0, 3548.0)","(60.0, 3466.0)","(46.0, 3486.0)"
731,"(0.0, 3512.0)","(2.0, 3454.0)","(-32.0, 3408.0)","(-40.0, 3584.0)","(19.0, 3558.0)","(54.0, 3466.0)","(43.0, 3496.0)"
732,"(6.0, 3517.0)","(8.0, 3466.0)","(-27.0, 3416.0)","(-40.0, 3584.0)","(14.0, 3562.0)","(49.0, 3470.33)","(43.0, 3502.0)"
733,"(6.0, 3517.0)","(8.0, 3466.0)","(-27.0, 3416.0)","(-40.0, 3584.0)","(14.0, 3562.0)","(34.0, 3476.0)","(43.0, 3502.0)"
734,"(5.0, 3520.0)","(5.5, 3469.0)","(-30.0, 3420.0)","(-34.0, 3585.0)","(14.0, 3566.0)","(52.0, 3472.0)","(44.0, 3504.0)"
735,"(13.0, 3526.0)","(3.0, 3472.0)","(-34.0, 3428.0)","(-34.0, 3585.0)","(17.0, 3574.0)","(53.0, 3470.0)","(43.0, 3510.0)"
736,"(14.0, 3531.0)","(4.0, 3480.0)","(-34.0, 3438.0)","(-38.0, 3584.0)","(21.0, 3579.0)","(52.0, 3469.0)","(50.0, 3529.83)"
737,"(14.0, 3537.0)","(5.0, 3486.0)","(-38.0, 3450.0)","(-38.0, 3586.0)","(14.0, 3588.0)","(54.0, 3465.0)","(60.0, 3555.0)"
738,"(16.0, 3544.0)","(12.0, 3494.0)","(-42.0, 3459.33)","(-38.0, 3586.0)","(17.0, 3596.0)","(52.0, 3466.0)","(60.0, 3568.0)"
739,"(16.0, 3544.0)","(12.0, 3494.0)","(-46.0, 3474.0)","(-38.0, 3586.0)","(17.0, 3596.0)","(52.0, 3466.0)","(60.0, 3568.0)"
740,"(18.0, 3556.0)","(12.0, 3496.0)","(-54.0, 3492.0)","(-38.0, 3586.0)","(13.0, 3600.0)","(48.0, 3468.0)","(70.0, 3584.0)"
741,"(20.0, 3562.0)","(12.0, 3498.0)","(-50.0, 3506.0)","(-36.0, 3585.0)","(12.0, 3606.0)","(52.0, 3470.0)","(70.0, 3604.0)"
742,"(19.0, 3570.0)","(11.0, 3514.0)","(-56.0, 3520.0)","(-34.0, 3585.0)","(13.0, 3616.0)","(52.0, 3469.0)","(68.0, 3621.0)"
743,"(19.0, 3576.0)","(14.5, 3521.0)","(-52.0, 3532.0)","(-37.0, 3585.0)","(8.0, 3620.0)","(48.0, 3470.0)","(62.67, 3625.5)"
744,"(19.0, 3584.0)","(18.0, 3528.0)","(-56.0, 3544.0)","(-38.0, 3586.0)","(8.0, 3628.0)","(48.0, 3472.0)","(54.0, 3652.0)"
745,"(19.0, 3584.0)","(18.0, 3528.0)","(-56.0, 3544.0)","(-38.0, 3586.0)","(8.0, 3628.0)","(48.0, 3472.0)","(54.0, 3652.0)"
746,"(18.0, 3588.0)","(12.0, 3534.0)","(-53.17, 3554.0)","(-34.0, 3594.0)","(9.0, 3636.0)","(50.0, 3478.0)","(54.0, 3660.0)"
747,"(19.0, 3595.0)","(12.0, 3540.0)","(-54.0, 3568.0)","(-38.0, 3594.0)","(4.0, 3640.0)","(50.0, 3482.0)","(56.0, 3664.0)"
748,"(20.0, 3600.0)","(16.0, 3540.0)","(-47.0, 3572.0)","(-36.0, 3600.0)","(9.0, 3650.0)","(54.0, 3488.0)","(58.0, 3666.0)"
749,"(17.0, 3610.0)","(16.0, 3546.0)","(-42.0, 3574.0)","(-30.0, 3604.0)","(5.0, 3656.0)","(48.0, 3502.0)","(60.0, 3666.0)"
750,"(9.0, 3612.0)","(17.0, 3557.0)","(-44.0, 3572.0)","(-26.0, 3605.0)","(2.0, 3662.0)","(46.0, 3508.0)","(60.0, 3668.0)"
751,"(9.0, 3612.0)","(17.0, 3557.0)","(-44.0, 3572.0)","(-26.0, 3605.0)","(2.0, 3662.0)","(46.0, 3508.0)","(60.0, 3668.0)"
752,"(18.0, 3618.0)","(16.5, 3559.5)","(-42.0, 3572.0)","(-30.0, 3611.0)","(4.0, 3666.0)","(46.0, 3523.0)","(58.0, 3668.0)"
753,"(18.0, 3618.0)","(16.0, 3562.0)","(-42.0, 3572.0)","(-30.0, 3611.0)","(4.0, 3666.0)","(46.0, 3523.0)","(58.0, 3668.0)"
754,"(11.0, 3628.0)","(17.0, 3569.5)","(-39.0, 3572.0)","(-36.0, 3622.0)","(4.0, 3672.0)","(46.0, 3530.0)","(56.0, 3670.0)"
755,"(8.0, 3630.0)","(18.0, 3577.0)","(-40.0, 3572.0)","(-42.0, 3638.0)","(-4.0, 3676.0)","(49.0, 3541.67)","(56.0, 3670.0)"
756,"(12.0, 3637.0)","(19.33, 3581.33)","(-39.0, 3572.0)","(-46.0, 3650.0)","(-2.0, 3681.0)","(52.0, 3552.0)","(48.0, 3668.0)"
757,"(15.0, 3638.0)","(20.67, 3585.67)","(-39.0, 3572.0)","(-46.0, 3650.0)","(-2.0, 3681.0)","(52.0, 3552.0)","(48.0, 3668.0)"
758,"(8.0, 3643.0)","(22.0, 3590.0)","(-38.0, 3572.0)","(-48.0, 3658.0)","(0.0, 3687.0)","(56.0, 3570.0)","(45.0, 3666.0)"
759,"(0.0, 3650.0)","(24.0, 3600.0)","(-34.0, 3572.0)","(-51.5, 3676.0)","(2.0, 3694.0)","(55.0, 3578.33)","(46.0, 3664.0)"
760,"(-2.0, 3656.0)","(26.0, 3608.0)","(-36.0, 3572.0)","(-60.0, 3698.0)","(2.0, 3700.0)","(60.0, 3588.0)","(42.0, 3662.0)"
761,"(-3.0, 3664.0)","(18.0, 3618.0)","(-38.0, 3572.0)","(-52.25, 3703.67)","(9.0, 3708.0)","(62.0, 3606.0)","(38.0, 3662.0)"
762,"(0.0, 3671.0)","(16.0, 3624.0)","(-38.0, 3574.0)","(-49.0, 3736.0)","(6.0, 3712.0)","(70.0, 3618.0)","(34.0, 3660.0)"
763,"(0.0, 3671.0)","(16.0, 3624.0)","(-38.0, 3574.0)","(-49.0, 3736.0)","(6.0, 3712.0)","(70.0, 3618.0)","(34.0, 3660.0)"
764,"(2.0, 3674.0)","(14.0, 3617.0)","(-38.0, 3576.0)","(-48.0, 3746.0)","(11.0, 3718.0)","(62.5, 3630.0)","(26.0, 3660.0)"
765,"(-6.0, 3679.0)","(12.0, 3630.0)","(-34.0, 3578.0)","(-41.0, 3756.0)","(6.0, 3722.0)","(51.0, 3649.0)","(26.0, 3668.0)"
766,"(-2.0, 3684.0)","(6.0, 3630.0)","(-34.0, 3580.0)","(-39.0, 3767.0)","(8.0, 3728.0)","(65.38, 3637.25)","(21.0, 3672.0)"
768,"(-12.0, 3682.0)","(4.0, 3630.0)","(-50.0, 3592.0)","(-54.0, 3730.0)","(1.0, 3728.0)","(38.17, 3623.83)","(42.0, 3700.0)"
769,"(-12.0, 3682.0)","(6.0, 3630.0)","(-50.0, 3592.0)","(-54.0, 3730.0)","(1.0, 3728.0)","(38.19, 3628.64)","(44.0, 3700.0)"
770,"(-10.0, 3688.0)","(6.0, 3633.0)","(-52.0, 3592.0)","(-50.0, 3748.0)","(0.0, 3734.0)","(38.73, 3638.25)","(40.0, 3698.0)"
771,"(-10.0, 3688.0)","(6.0, 3636.0)","(-50.0, 3594.0)","(-49.0, 3748.0)","(0.0, 3734.0)","(32.0, 3654.0)","(40.0, 3698.0)"
772,"(-10.0, 3694.0)","(6.0, 3639.0)","(-48.0, 3596.0)","(-48.5, 3761.0)","(1.0, 3738.0)","(42.32, 3652.31)","(40.0, 3698.0)"
773,"(-9.0, 3701.0)","(6.0, 3644.0)","(-42.0, 3600.0)","(-46.0, 3780.0)","(9.0, 3746.0)","(44.01, 3661.09)","(42.0, 3702.0)"
774,"(-10.0, 3706.0)","(3.33, 3647.33)","(-36.0, 3602.0)","(-42.0, 3792.0)","(8.0, 3750.0)","(50.05, 3667.07)","(44.0, 3700.0)"
775,"(-10.0, 3706.0)","(0.67, 3650.67)","(-38.0, 3602.0)","(-42.0, 3792.0)","(8.0, 3750.0)","(60.0, 3677.0)","(44.0, 3700.0)"
776,"(-6.0, 3712.0)","(-2.0, 3654.0)","(-39.0, 3606.0)","(-37.0, 3797.0)","(13.0, 3758.0)","(64.0, 3682.0)","(46.0, 3705.0)"
777,"(0.0, 3718.0)","(1.0, 3665.0)","(-36.0, 3616.0)","(-36.0, 3804.0)","(10.0, 3764.0)","(60.0, 3686.0)","(46.0, 3704.0)"
778,"(-2.0, 3722.0)","(4.0, 3666.0)","(-35.0, 3624.0)","(-35.0, 3806.0)","(12.0, 3768.0)","(60.0, 3686.0)","(46.0, 3704.0)"
779,"(0.0, 3732.0)","(2.0, 3674.0)","(-32.0, 3628.0)","(-37.0, 3806.0)","(18.0, 3778.0)","(57.0, 3686.0)","(43.0, 3716.0)"
780,"(6.0, 3737.0)","(2.0, 3684.0)","(-30.0, 3636.0)","(-33.0, 3806.0)","(14.0, 3782.0)","(56.0, 3682.0)","(43.0, 3722.0)"
781,"(6.0, 3737.0)","(2.0, 3684.0)","(-30.0, 3636.0)","(-35.0, 3806.0)","(14.0, 3782.0)","(56.0, 3682.0)","(43.0, 3722.0)"
782,"(5.0, 3740.0)","(4.0, 3676.0)","(-33.0, 3640.0)","(-34.0, 3805.0)","(19.0, 3788.0)","(52.0, 3692.0)","(40.0, 3724.0)"
783,"(12.0, 3746.0)","(3.0, 3690.0)","(-32.0, 3648.0)","(-34.0, 3805.0)","(17.0, 3794.0)","(52.0, 3690.0)","(43.0, 3730.0)"
784,"(14.0, 3751.0)","(6.0, 3695.5)","(-34.0, 3658.0)","(-34.0, 3805.0)","(17.0, 3798.0)","(44.0, 3693.0)","(49.33, 3749.17)"
785,"(14.0, 3757.0)","(9.0, 3701.0)","(-38.0, 3672.0)","(-37.0, 3806.0)","(14.0, 3808.0)","(39.0, 3694.0)","(60.0, 3773.0)"
786,"(21.0, 3766.0)","(9.0, 3708.0)","(-41.33, 3680.0)","(-36.0, 3806.0)","(17.0, 3816.0)","(50.0, 3684.0)","(60.0, 3786.0)"
787,"(21.0, 3766.0)","(9.0, 3708.0)","(-46.0, 3694.0)","(-36.0, 3806.0)","(16.0, 3816.0)","(50.0, 3684.0)","(60.0, 3786.0)"
788,"(18.0, 3776.0)","(10.42, 3715.08)","(-54.0, 3712.0)","(-35.0, 3806.0)","(12.0, 3820.0)","(48.0, 3688.0)","(63.83, 3803.17)"
789,"(20.0, 3782.0)","(11.83, 3722.17)","(-53.0, 3726.0)","(-34.0, 3805.0)","(12.0, 3826.0)","(47.83, 3690.83)","(63.81, 3817.19)"
